start_date,end_date,asset_identifier,asset_name,iso3_country,location,type,capacity,capacity_factor,activity,CO2_emissions_factor,CH4_emissions_factor,N2O_emissions_factor,other_gas_emissions_factor,CO2_emissions_tonnes,CH4_emissions_tonnes,N2O_emissions_tonnes,other_gas_emissions,total_CO2e_20yrGWP,total_CO2e_100yrGWP,other1,other2,other3
2021-10-01,2021-10-31,,,CHL,"POLYGON ((-72.875 -39.875, -72.875 -39.625, -72.625 -39.625, -72.625 -39.875, -72.875 -39.875))",Cropland,4.24,2089,1.0,1440,5.7,0.1,,72.1777900032,0.36834352128,0.004385041920000001,,103.284400375296,83.65169069107199,,,
2021-10-01,2021-10-31,,,CHL,"POLYGON ((-73.375 -39.125, -73.375 -38.875, -73.125 -38.875, -73.125 -39.125, -73.375 -39.125))",Cropland,3.0,2089,2.0,1440,5.7,0.1,,51.06919103999999,0.260620416,0.0031026240000000004,,73.0785851712,59.1875169984,,,
2021-10-01,2021-10-31,,,CHL,"POLYGON ((-72.875 -39.125, -72.875 -38.875, -72.625 -38.875, -72.625 -39.125, -72.875 -39.125))",Cropland,18.82,2089,3.0,1440,5.7,0.1,,320.3740584576,1.63495874304,0.01946379456,,458.44632430732804,371.30302330329596,,,
2021-10-01,2021-10-31,,,CHL,"POLYGON ((-72.625 -39.125, -72.625 -38.875, -72.375 -38.875, -72.375 -39.125, -72.625 -39.125))",Cropland,9.77,2089,1.0,1440,5.7,0.1,,166.3153321536,0.8487538214399999,0.01010421216,,237.992592374208,192.75401369145598,,,
2021-10-01,2021-10-31,,,CHL,"POLYGON ((-72.375 -39.125, -72.375 -38.875, -72.125 -38.875, -72.125 -39.125, -72.375 -39.125))",Cropland,6.46,2089,2.0,1440,5.7,0.1,,109.9689913728,0.56120262912,0.0066809836800000005,,157.36255340198397,127.45045326988796,,,
2021-10-01,2021-10-31,,,CHL,"POLYGON ((-73.125 -38.875, -73.125 -38.625, -72.875 -38.625, -72.875 -38.875, -73.125 -38.875))",Cropland,2.23,2089,1.0,1440,5.7,0.1,,37.961432006399995,0.19372784256000009,0.00230628384,,54.32174831059202,43.996054302144,,,
2021-10-01,2021-10-31,,,CHL,"POLYGON ((-72.875 -38.875, -72.875 -38.625, -72.625 -38.625, -72.625 -38.875, -72.875 -38.875))",Cropland,38.83,2089,5.0,1440,5.7,0.1,,661.0055626943997,3.3732969177600003,0.04015829664,,945.880487399232,766.0837616826241,,,
2021-10-01,2021-10-31,,,CHL,"POLYGON ((-72.625 -38.875, -72.625 -38.625, -72.375 -38.625, -72.375 -38.875, -72.625 -38.875))",Cropland,0.79,2089,1.0,1440,5.7,0.1,,13.4482203072,0.06863004287999999,0.00081702432,,19.244027428416,15.586046142912,,,
2021-10-01,2021-10-31,,,CHL,"POLYGON ((-72.875 -38.625, -72.875 -38.375, -72.625 -38.375, -72.625 -38.625, -72.875 -38.625))",Cropland,127.31,2089,6.0,1440,5.7,0.1,,2167.2062371008,11.059861720319995,0.13166502047999998,,3101.211559381824,2511.720929688768,,,
2021-10-01,2021-10-31,,,CHL,"POLYGON ((-72.625 -38.625, -72.625 -38.375, -72.375 -38.375, -72.375 -38.625, -72.625 -38.625))",Cropland,31.33,2089,2.0,1440,5.7,0.1,,533.3325850944001,2.7217458777600005,0.032401736640000005,,763.1840244712323,618.1149691866242,,,
2021-10-01,2021-10-31,,,CHL,"POLYGON ((-72.375 -38.625, -72.375 -38.375, -72.125 -38.375, -72.125 -38.625, -72.375 -38.625))",Cropland,133.46,2089,2.0,1440,5.7,0.1,,2271.8980787328,11.59413357312,0.13802539967999994,,3251.022658982783,2633.055339535488,,,
2021-10-01,2021-10-31,,,CHL,"POLYGON ((-73.375 -38.375, -73.375 -38.125, -73.125 -38.125, -73.125 -38.375, -73.375 -38.375))",Cropland,15.61,2089,2.0,1440,5.7,0.1,,265.7300240448,1.3560948979199998,0.016143986880000002,,380.252238174144,307.97238011500804,,,
2021-10-01,2021-10-31,,,CHL,"POLYGON ((-72.875 -38.375, -72.875 -38.125, -72.625 -38.125, -72.625 -38.375, -72.875 -38.375))",Cropland,33.85,2089,5.0,1440,5.7,0.1,,576.2307055680001,2.9406670272000004,0.0350079408,,824.5700360150398,667.83248346528,,,
