longitude,latitude,CO2_emissions_tonnes,CH4_emissions_tonnes,N2O_emissions_tonnes,total_CO2e_20yrGWP,total_CO2e_100yrGWP
-73.5,-41.25,53.62265059199999,0.2736514368,0.0032577552,76.73251442975999,62.14689284831999
-73.5,-40.75,9.0222237504,0.04604294016,0.00054813024,12.910550046912,10.456461336384
-73.0,-40.75,14.639834764799998,0.07471118592,0.00088941888,20.949194415744,16.967088206207997
-73.25,-39.75,828.0018173952,4.22552567808,0.05030387712,1184.847460909056,959.626942267392
-73.0,-39.5,38.6423545536,0.19720278144,0.00234765216,55.296129446208,44.785221195455996
-72.25,-39.25,287.5195455552,1.46729294208,0.01746777312,411.43243451385604,333.225720700992
-73.25,-39.0,19.9169845056,0.10164196224,0.00121002336,28.500648216768,23.083131629376
-72.75,-39.0,16.171910496,0.0825297984,0.0009824976,23.14155197088,18.742713716159997
-72.25,-39.0,35.4079724544,0.18069682176000001,0.00215115264,50.66781905203201,41.03667845222401
-73.0,-38.75,92.94592769280001,0.47432915712,0.00564677568,133.003025011584,107.72128093708801
-73.0,-38.5,75.9228640128,0.38745568512000006,0.00461256768,108.64349662118401,87.992108604288
-72.75,-38.5,49.0264233984,0.25019559935999997,0.00297851904,70.15544176435199,56.820016318464
-73.5,-38.25,3874.7897548415995,19.77413969664,0.23540642495999997,5544.715852222847,4490.754206391936
-72.75,-38.25,378.4227056064,1.93119728256,0.02299044384,541.512316118592,438.57950095814397
-72.5,-38.25,199.51030632959998,1.01815709184,0.01212091776,285.49367273548796,231.22589974041597
-72.25,-38.25,550.5258794112,2.80948808448,0.03344628672,787.787148145536,638.041433242752
-73.5,-38.0,11.916144576,0.0608114304,0.0007239456,17.051669873279998,13.81042063296
-72.5,-38.0,41351.404907635195,211.02782577408,2.51223602112,59172.70479425626,47924.92168049779
-72.25,-38.0,494.8604611776,2.52541183104,0.03006442656,708.1314903089279,573.5270397144959
-73.5,-37.75,382.16777961599996,1.9503094463999997,0.0232179696,546.87141236448,442.9199188713599
-72.5,-37.75,160.35725986559999,0.81834810624,0.00974223936,229.466757437568,185.84880337497597
-72.25,-37.75,74.7312495552,0.38137454208,0.00454017312,106.93832963385599,86.61106654099198
-72.5,-37.5,125.11951804799999,0.6385200192,0.0076014288,179.04253366944,145.00941664607998
-72.25,-37.5,1102.5838345536,5.62679478144,0.06698565216,1577.766653846208,1277.858491995456
-73.25,-37.25,12.4268364864,0.06341763456,0.00075497184,17.782455724991998,14.402295802944
-72.75,-37.25,177.7207848192,0.90695904768,0.01079713152,254.31347639577598,205.972559154432
-72.5,-37.25,20.9383683264,0.10685437056,0.00127207584,29.962219920192,24.266881969344
-72.25,-37.0,146.22811701119997,0.7462431244799999,0.00888384672,209.24834887353597,169.47359033875196
-72.25,-36.75,594.2751530688001,3.0327529075200004,0.03610420128,850.391136108864,688.7454061380481
-72.0,-36.75,721.4374387583999,3.6816977433599996,0.04382973504,1032.3568131851519,836.1223234640638
-72.75,-36.5,650.1108019392,3.31769789568,0.03949640352,930.2903892293759,753.457091389632
-72.5,-36.5,140.6105059968,0.7175748787199999,0.00854255808,201.209704504704,162.962963468928
-71.75,-36.5,379.9547813376,1.9390158950400003,0.02308352256,543.704673673728,440.355126468096
-72.0,-36.25,290.243235744,1.4811926976,0.0176332464,415.32995905632004,336.38238827424
-71.75,-36.25,917.543132352,4.6824801408,0.0557438112,1312.9785802425602,1063.40238873792
-71.75,-36.0,194.4033872256,0.99209505024,0.01181065536,278.185814218368,225.30714804057598
-72.5,-35.75,404.12753176319995,2.06237622528,0.02455209792,578.295203988096,468.37055118067195
-71.75,-35.75,616.7455971264001,3.14742589056,0.03746935584,882.5457135841922,714.787913617344
-71.5,-35.75,10.0436075712,0.05125534848,0.00061018272,14.372121750336003,11.640211676352001
-71.75,-35.5,178.4017073664,0.91043398656,0.01083849984,255.287857531392,206.761726047744
-71.25,-35.5,14.469604128,0.0738424512,0.0008790768,20.705599131840003,16.76979648288
-71.5,-35.25,80.68932184319999,0.41178025728,0.00490214592,115.464164570496,93.516276857472
-71.25,-35.25,74.7312495552,0.38137454208,0.00454017312,106.93832963385599,86.61106654099198
-71.5,-35.0,139.07843026559996,0.7097562662399999,0.00844947936,199.01734694956795,161.18733795897597
-71.25,-35.0,2108.1362061311997,10.75841077248,0.12807631872,3016.6839958671358,2443.260701693952
-71.0,-35.0,26.385748704,0.1346538816,0.0016030224,37.75726900512,30.58021711584
-71.25,-34.75,150.3136522944,0.76709275776,0.00913205664,215.09463568723197,174.208591698624
-71.0,-34.75,98.733769344,0.5038661376,0.0059984064,141.28526466431998,114.42919953024
-71.25,-34.5,27.917824435199996,0.14247249407999998,0.00169610112,39.94962656025599,32.35584262579199
-71.0,-34.5,245.81303953919996,1.2544529356799998,0.01493396352,351.751589957376,284.889248485632
-70.75,-34.5,129.5455146048,0.66110712192,0.00787032288,185.37601105094396,150.13900145260794
-71.0,-34.25,49.1966540352,0.25106433408,0.00298886112,70.399037048256,57.017308041792006
-71.25,-34.0,3381.1209081215998,17.254809008640002,0.20541439295999997,4838.289528901249,3918.608208740736
-71.0,-34.0,141.97235109119998,0.7245247564799999,0.00862529472,203.15846677593598,164.541297255552
-70.75,-34.0,110.47968328319999,0.56380883328,0.00671200992,158.093339253696,128.04232843987197
-71.75,-33.75,503.882684928,2.5714547712,0.0306125568,721.04204035584,583.98350105088
-71.5,-33.75,813.8726745407998,4.1534206963199995,0.04944548448,1164.6290523450239,943.2517292311679
