start_date,end_date,asset_identifier,asset_name,iso3_country,location,type,capacity,capacity_factor,activity,CO2_emissions_factor,CH4_emissions_factor,N2O_emissions_factor,other_gas_emissions_factor,CO2_emissions_tonnes,CH4_emissions_tonnes,N2O_emissions_tonnes,other_gas_emissions,total_CO2e_20yrGWP,total_CO2e_100yrGWP,other1,other2,other3
2020-08-01,2020-08-31,,,CHL,"POLYGON ((-71.375 -38.375, -71.375 -38.125, -71.125 -38.125, -71.125 -38.375, -71.375 -38.375))",Scrubland,19.48,2328.5,3.0,1640,2.5,0.2,,523.7494321968002,0.82730773008,0.066821008968,,609.1689553275601,565.073453314296,,,
2020-08-01,2020-08-31,,,CHL,"POLYGON ((-71.875 -37.875, -71.875 -37.625, -71.625 -37.625, -71.625 -37.875, -71.875 -37.875))",Scrubland,86.73,2328.5,1.0,1640,2.5,0.2,,2331.8679802068004,3.6833880610800014,0.2975044203180001,,2712.1777975133105,2515.8532138577466,,,
2020-08-01,2020-08-31,,,CHL,"POLYGON ((-71.625 -37.875, -71.625 -37.625, -71.375 -37.625, -71.375 -37.875, -71.625 -37.875))",Scrubland,6.45,2328.5,1.0,1640,2.5,0.2,,173.41806148200004,0.27392889420000005,0.022125026070000005,,201.7012198081501,187.10080974729004,,,
2020-08-01,2020-08-31,,,CHL,"POLYGON ((-72.375 -37.125, -72.375 -36.875, -72.125 -36.875, -72.125 -37.125, -72.375 -37.125))",Scrubland,9.5,2328.5,1.0,1640,2.5,0.2,,255.42195102000005,0.4034611620000001,0.03258724770000001,,297.0793159965002,275.57483606190004,,,
2020-08-01,2020-08-31,,,CHL,"POLYGON ((-71.875 -36.875, -71.875 -36.625, -71.625 -36.625, -71.625 -36.875, -71.875 -36.875))",Scrubland,2.74,2328.5,1.0,1640,2.5,0.2,,73.66906797840001,0.11636669304000005,0.009398848284000005,,85.68392903478002,79.48158429574802,,,
2020-08-01,2020-08-31,,,CHL,"POLYGON ((-71.375 -36.875, -71.375 -36.625, -71.125 -36.625, -71.125 -36.875, -71.375 -36.875))",Scrubland,21.9,2328.5,3.0,1640,2.5,0.2,,588.814813404,0.9300841524,0.07512218154000001,,684.8460021393,635.2725168163803,,,
2020-08-01,2020-08-31,,,CHL,"POLYGON ((-72.625 -36.625, -72.625 -36.375, -72.375 -36.375, -72.375 -36.625, -72.625 -36.625))",Scrubland,8.29,2328.5,2.0,1640,2.5,0.2,,222.8892604164001,0.3520729508400001,0.028436661414000013,,259.2407925906301,240.47530431085806,,,
2020-08-01,2020-08-31,,,CHL,"POLYGON ((-72.375 -36.625, -72.375 -36.375, -72.125 -36.375, -72.125 -36.625, -72.375 -36.625))",Scrubland,0.8,2328.5,1.0,1640,2.5,0.2,,21.509216928,0.033975676800000014,0.0027441892800000004,,25.01720555760001,23.206301984160014,,,
2020-08-01,2020-08-31,,,CHL,"POLYGON ((-71.375 -36.625, -71.375 -36.375, -71.125 -36.375, -71.125 -36.625, -71.375 -36.625))",Scrubland,3.72,2328.5,1.0,1640,2.5,0.2,,100.0178587152,0.15798689712000002,0.012760480152,,116.33000584283998,107.90930422634399,,,
2020-08-01,2020-08-31,,,CHL,"POLYGON ((-72.375 -36.125, -72.375 -35.875, -72.125 -35.875, -72.125 -36.125, -72.375 -36.125))",Scrubland,10.53,2328.5,1.0,1640,2.5,0.2,,283.11506781480006,0.4472048458800001,0.03612039139800001,,329.28896815191007,305.45294986650606,,,
2020-08-01,2020-08-31,,,CHL,"POLYGON ((-71.875 -36.125, -71.875 -35.875, -71.625 -35.875, -71.625 -36.125, -71.875 -36.125))",Scrubland,2.81,2328.5,1.0,1640,2.5,0.2,,75.5511244596,0.11933956476,0.009638964846,,87.87293452107002,81.512135719362,,,
2020-08-01,2020-08-31,,,CHL,"POLYGON ((-72.375 -35.875, -72.375 -35.625, -72.125 -35.625, -72.125 -35.875, -72.375 -35.875))",Scrubland,5.49,2328.5,1.0,1640,2.5,0.2,,147.60700116840005,0.23315808204,0.018831998934,,171.68057313903003,159.253247366298,,,
2020-08-01,2020-08-31,,,CHL,"POLYGON ((-72.375 -35.625, -72.375 -35.375, -72.125 -35.375, -72.125 -35.625, -72.375 -35.625))",Scrubland,155.07999999999996,2328.5,7.0,1640,2.5,0.2,,4169.5617014928,6.5861849476800005,0.5319610919280001,,4849.585297340761,4498.541639629417,,,
2020-08-01,2020-08-31,,,CHL,"POLYGON ((-71.875 -35.625, -71.875 -35.375, -71.625 -35.375, -71.625 -35.625, -71.875 -35.625))",Scrubland,7.95,2328.5,1.0,1640,2.5,0.2,,213.74784322200009,0.3376332882000001,0.027270380970000008,,248.60848022865008,230.6126259675901,,,
2020-08-01,2020-08-31,,,CHL,"POLYGON ((-72.375 -35.375, -72.375 -35.125, -72.125 -35.125, -72.125 -35.375, -72.375 -35.375))",Scrubland,1.54,2328.5,1.0,1640,2.5,0.2,,41.4052425864,0.06540317783999999,0.005282564364,,48.15812069838,44.672131319508,,,
2020-08-01,2020-08-31,,,CHL,"POLYGON ((-72.125 -35.375, -72.125 -35.125, -71.875 -35.125, -71.875 -35.375, -72.125 -35.375))",Scrubland,233.18,2328.5,3.0,1640,2.5,0.2,,6269.3990040888,9.90306039528,0.799862570388,,7291.889989901459,6764.056870833038,,,
2020-08-01,2020-08-31,,,CHL,"POLYGON ((-71.625 -35.375, -71.625 -35.125, -71.375 -35.125, -71.375 -35.375, -71.625 -35.375))",Scrubland,6.279999999999999,2328.5,2.0,1640,2.5,0.2,,168.8473528848,0.26670906288,0.021541885848,,196.38506362716,182.16947057565602,,,
